"Age","Gender","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
27,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No"
27,"male","No","No","Yes","Often","More than 1000","No","No","Yes","No","No","Yes","Yes","Don't know","Yes","Yes","No","Some of them","No","No","Don't know","No"
35,"male","Yes","No","No","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","No","Yes"
24,"male","No","No","No","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","Yes","No","No"
31,"trans","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","Yes","No","Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","No","No"
31,"male","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
32,"male","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","No","Yes","No","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Don't know","No"
33,"male","No","No","Yes","Often","More than 1000","Yes","Yes","No","Yes","Yes","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
56,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","Don't know","Yes"
43,"male","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","No","Somewhat difficult","Yes","Yes","Some of them","No","No","No","No","Yes"
49,"male","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
35,"male","No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Yes","Yes","Yes","No"
53,"male","No","No","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Yes","Some of them","Yes","No","Yes","No","No"
45,"male","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Yes","Don't know","Don't know","No","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
40,"male","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
52,"male","No","Yes","Yes","Often","More than 1000","Yes","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Yes","No","No","Yes","Yes"
30,"male","Yes","No","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Some of them","Maybe","Yes","Yes","No"
41,"male","No","No","No","Sometimes","More than 1000","Yes","Yes","Yes","No","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","No","Yes"
31,"male","Yes","No","Yes","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
31,"male","No","No","Yes","Never","100-500","Yes","Yes","No","No","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
24,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No"
44,"male","No","Yes","Yes","Sometimes","100-500","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","Yes","No","Maybe","No","No"
37,"male","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very difficult","Maybe","No","No","No","No","Maybe","Don't know","No"
22,"male","No","Yes","No","Often","6-25","Yes","No","No","No","No","No","Don't know","Somewhat difficult","Maybe","Yes","Some of them","No","Maybe","Yes","Yes","No"
31,"female","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","No","No","No","Maybe","No","Yes"
36,"female","No","No","No","Never","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
28,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","No","No","Yes"
25,"female","No","Yes","No","Never","500-1000","Yes","No","Don't know","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Yes","Yes","Maybe","Maybe","Yes","No"
49,"male","Yes","No","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
22,"female","No","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Very easy","No","No","No","Yes","No","Maybe","Don't know","No"
43,"male","Yes","No","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
33,"male","Yes","Yes","Yes","Sometimes","26-100","No","No","No","No","No","No","No","Don't know","No","No","No","No","No","No","Don't know","No"
36,"female","No","No","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Very difficult","Yes","Maybe","No","No","No","No","Yes","No"
26,"female","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","Yes","Some of them","Yes","No","No","No","Yes"
43,"male","No","Yes","Yes","Often","More than 1000","Yes","No","Yes","Yes","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","No","Yes"
21,"male","Yes","Yes","No","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","Maybe","Maybe","Yes","Yes"
39,"male","No","Yes","No","Never","More than 1000","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Yes","Yes"
46,"male","No","No","Yes","Often","More than 1000","Yes","No","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Yes","Yes","Yes"
32,"male","No","Yes","No","Often","1-5","Yes","Yes","No","Not sure","No","No","No","Somewhat difficult","Yes","No","Yes","Yes","No","No","Yes","Yes"
31,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","No","No","Yes","No","No"
39,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
44,"male","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Yes","No"
36,"male","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","Don't know","Yes","Yes","Don't know","Yes","Maybe","No","Yes","No","Yes","Yes","No"
31,"female","No","No","No","Never","More than 1000","No","No","Don't know","No","Yes","Yes","Don't know","Very easy","No","No","No","Yes","No","No","No","No"
30,"trans","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
36,"male","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","No","No","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","No","No","Don't know","No"
31,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
23,"male","No","No","No","Never","1-5","No","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Some of them","No","No","No","Don't know","Yes"
23,"male","No","No","No","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Yes","Somewhat easy","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
30,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","No","No","Yes","No","No"
34,"male","Yes","No","Yes","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
49,"female","No","No","No","Never","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
25,"male","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","No","No","No","No","No","No"
39,"male","No","No","No","Sometimes","6-25","Yes","No","No","No","No","No","Don't know","Very difficult","Maybe","No","No","Yes","Maybe","Yes","Don't know","No"
37,"male","No","No","No","Often","More than 1000","No","Yes","No","No","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","Yes","No","No","No","No"
26,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","Yes","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","No","No"
41,"male","No","Yes","Yes","Often","100-500","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Yes","No","No"
28,"male","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Very easy","No","No","No","Some of them","Maybe","Yes","Don't know","No"
33,"male","No","No","Yes","Often","100-500","Yes","Yes","No","No","No","No","Yes","Don't know","Maybe","No","No","Yes","No","Maybe","Don't know","No"
28,"male","No","Yes","Yes","Often","100-500","Yes","No","Don't know","No","Yes","Yes","Don't know","Very easy","Maybe","No","No","No","Maybe","Maybe","Don't know","No"
47,"male","No","Yes","Yes","Often","6-25","Yes","Yes","No","Yes","No","No","No","Don't know","Yes","Maybe","No","No","No","No","Yes","No"
25,"male","No","No","No","Never","100-500","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","Maybe","Yes","Don't know","No"
51,"male","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Maybe","Some of them","Yes","No","No","No","Yes"
26,"male","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes"
24,"male","No","Yes","No","Often","26-100","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","No","Some of them","Maybe","Maybe","Don't know","No"
33,"female","Yes","No","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","No","No"
32,"female","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No"
57,"male","No","No","No","Never","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","Yes","Maybe","No","Yes","No","No","Yes","No"
39,"male","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No"
26,"female","No","Yes","Yes","Often","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Yes","Yes","No","Maybe","Yes","Yes"
38,"male","No","Yes","No","Sometimes","100-500","Yes","No","Don't know","Yes","Don't know","Yes","Yes","Don't know","Yes","Maybe","Some of them","Yes","No","No","Yes","Yes"
33,"male","No","Yes","No","Sometimes","1-5","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","No","No","No","No","Yes","No","No"
30,"male","No","Yes","No","Sometimes","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","No","Yes","Don't know","No"
25,"female","No","Yes","Yes","Often","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","Don't know","Yes"
40,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Yes","No","No","No","No","No"
26,"female","No","Yes","Yes","Often","More than 1000","Yes","No","Yes","Yes","No","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
34,"male","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Yes","No"
46,"female","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","Yes"
31,"female","No","Yes","Yes","Often","More than 1000","Yes","No","No","Yes","No","Don't know","Don't know","Very difficult","Yes","Maybe","Yes","Yes","No","No","No","Yes"
42,"male","Yes","Yes","Yes","Sometimes","26-100","No","No","No","No","No","No","No","Don't know","No","No","No","No","No","No","No","No"
30,"male","No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Yes","Yes","No","No"
26,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
29,"male","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
31,"male","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
40,"male","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Yes","No","Don't know","Don't know","Somewhat easy","No","No","No","Yes","No","No","Yes","No"
39,"male","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","Yes","Maybe","Maybe","No","No"
37,"male","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","No","Yes"
27,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","Yes","No","Yes","Don't know","Very easy","Maybe","No","Yes","Yes","Maybe","Maybe","Yes","No"
45,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","No","Don't know","Yes"
29,"male","No","Yes","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Yes","Very easy","Maybe","No","No","Some of them","No","No","Don't know","No"
47,"female","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","Yes"
33,"male","No","No","No","Never","100-500","Yes","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
32,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","Don't know","Yes","Don't know","Maybe","Maybe","No","No","No","No","No","No"
29,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
36,"male","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
35,"female","No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","No","Don't know","No"
40,"male","No","Yes","No","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
36,"male","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","Yes"
39,"female","No","No","Yes","Never","More than 1000","Yes","No","Don't know","Yes","Don't know","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
38,"male","No","No","No","Rarely","26-100","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","No","No","No","No","Yes"
23,"male","No","No","Yes","Sometimes","1-5","Yes","Yes","Don't know","Yes","Yes","Don't know","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
29,"male","No","Yes","No","Never","500-1000","Yes","No","No","No","No","No","No","Don't know","Yes","Maybe","No","Some of them","No","No","No","Yes"
38,"male","No","No","No","Never","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","No","No","Yes","Yes","Yes","No"
34,"female","No","Yes","Yes","Often","More than 1000","Yes","No","Yes","No","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","No","No","No","Don't know","Yes"
28,"male","No","Yes","Yes","Sometimes","More than 1000","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","Maybe","No","Some of them","No","No","No","No"
38,"male","No","Yes","Yes","Often","6-25","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Yes","Yes","Yes","Yes"
25,"female","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","Maybe","No","No","No","No","No","No"
36,"female","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","No","Maybe","Yes","No","Yes"
57,"female","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","No","No","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","Yes"
46,"male","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Don't know","Not sure","No","No","Don't know","Very difficult","Maybe","No","No","No","No","No","No","No"
49,"male","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","Yes"
34,"male","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","Yes","No","Don't know","Yes","Don't know","Maybe","No","No","Yes","No","Maybe","No","No"
43,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","No"
35,"male","Yes","No","No","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
32,"male","Yes","No","Yes","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","Maybe","No","Yes"
24,"male","No","No","Yes","Often","More than 1000","Yes","No","No","No","Yes","No","Don't know","Very easy","No","No","No","Some of them","No","No","Don't know","No"
33,"male","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","No","No","No","No","No"
28,"male","No","Yes","No","Rarely","1-5","No","Yes","Don't know","Not sure","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","No","Yes"
48,"male","No","Yes","No","Often","More than 1000","Yes","Yes","Yes","No","No","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
33,"female","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","Yes","No","No","Maybe","Maybe","Yes","No"
40,"male","No","No","No","Never","100-500","No","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","No","Some of them","No","Maybe","Don't know","No"
22,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Yes","Maybe","No","Yes"
22,"female","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","Yes"
23,"female","No","No","Yes","Often","100-500","Yes","Yes","Yes","No","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Don't know","No"
33,"male","No","Yes","Yes","Often","More than 1000","No","No","No","No","No","No","Don't know","Somewhat easy","No","No","No","Some of them","No","Maybe","Don't know","No"
29,"male","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","No","No","Some of them","Maybe","Yes","Don't know","No"
32,"male","No","No","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
43,"male","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","No","Don't know","Yes"
49,"male","No","Yes","Yes","Often","More than 1000","Yes","No","Yes","No","Yes","Yes","Don't know","Very easy","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
44,"male","No","No","No","Never","More than 1000","Yes","No","No","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
29,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","Yes","Don't know","No"
27,"male","No","Yes","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No"
30,"male","No","No","No","Sometimes","6-25","No","No","Don't know","No","No","No","Don't know","Very difficult","Yes","No","Some of them","No","Maybe","Yes","Yes","No"
43,"female","No","Yes","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","Maybe","Some of them","No","No","No","No","Yes"
30,"female","No","No","Yes","Often","26-100","Yes","Yes","Yes","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","No","Yes"
33,"female","No","Yes","Yes","Sometimes","26-100","Yes","No","Yes","Yes","No","Yes","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes"
27,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","No","Don't know","No"
26,"female","No","Yes","Yes","Often","6-25","No","Yes","Don't know","No","Yes","No","Yes","Somewhat difficult","Yes","Yes","No","No","No","Maybe","No","Yes"
47,"male","No","Yes","Yes","Often","100-500","Yes","No","Don't know","No","Yes","Yes","Don't know","Somewhat difficult","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
30,"male","No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
39,"male","No","Yes","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","No","Maybe","Maybe","Don't know","No"
36,"male","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","Yes"
34,"male","No","Yes","Yes","Never","6-25","Yes","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
25,"female","No","Yes","Yes","Often","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No"
28,"male","No","Yes","No","Never","26-100","Yes","No","Don't know","No","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
38,"male","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","Don't know","Don't know","No","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
39,"male","No","No","No","Never","100-500","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
32,"male","No","No","No","Sometimes","6-25","No","No","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","No","No","Some of them","No","Maybe","No","Yes"
27,"female","No","Yes","Yes","Often","26-100","No","No","Don't know","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
31,"female","No","Yes","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
30,"female","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","Yes"
34,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","No","No","Yes","No"
26,"male","No","Yes","No","Often","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","No","Yes"
27,"female","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","No","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","No","Yes","Yes"
29,"male","No","No","Yes","Often","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","No","Yes","No","Maybe","Yes","No"
37,"female","Yes","Yes","No","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","No","No","Yes"
49,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","Maybe","Maybe","No","Yes"
39,"male","No","No","No","Never","More than 1000","Yes","No","Don't know","Not sure","Yes","Yes","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No"
42,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
28,"male","No","No","Yes","Often","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No"
33,"male","Yes","No","Yes","Often","26-100","Yes","No","No","Not sure","No","No","No","Don't know","No","No","No","Some of them","No","No","Don't know","No"
30,"female","Yes","Yes","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","No","No","Maybe","No","Yes"
25,"male","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
45,"male","No","No","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","Maybe","Yes","Yes","Yes","Yes","Yes","No"
63,"female","No","No","Yes","Rarely","More than 1000","No","No","Yes","No","Don't know","Yes","Yes","Don't know","No","No","No","Some of them","No","No","Don't know","No"
40,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","Yes","No"
39,"male","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Don't know","Yes"
31,"female","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","No","Don't know","Yes"
34,"male","No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","Yes"
44,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","Maybe","Yes","No","No"
45,"male","No","No","No","Sometimes","500-1000","Yes","Yes","No","No","Yes","No","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No"
43,"male","No","Yes","Yes","Often","100-500","Yes","No","Yes","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","Yes","Yes","Yes","No"
29,"male","No","Yes","No","Never","26-100","Yes","Yes","Yes","Not sure","No","No","Yes","Somewhat easy","Maybe","No","No","No","Maybe","Maybe","No","Yes"
27,"trans","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","Not sure","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes"
37,"male","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","Maybe","Yes","No","Yes"
41,"trans","No","Yes","Yes","Often","100-500","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","No","Yes"
30,"female","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","Don't know","No"
